District,DistrictABV,Matrix,SDImax,RD,QMD,TPA,BAPA,CordsPerAcre,VBAR,Acres
Rangeley,RY,HS1C-N,319.6903444,0.198333333,10.36118323,265.9255608,39.23667486,4.405567297,0.112281872,329.0123854
Rangeley,RY,HS2A-N,313.9361183,0.296666667,10.87722948,338.4829817,64.21851982,10.77698192,0.167817352,618.6352404
Rangeley,RY,HS2B-N,335.0343879,0.415714286,7.389007773,474.7209048,96.74385871,16.82113109,0.173872857,369.5535485
Rangeley,RY,HS2C-N,292.7120786,0.382,7.81226539,417.4159528,98.43677917,21.81775808,0.22164234,326.6981358
Rangeley,RY,HS3A-N,331.9400924,0.406470588,9.779961689,325.6082105,110.0325206,30.55207022,0.277664004,1940.746594
Rangeley,RY,HS3B-N,355.8281391,0.372941176,9.875314431,298.2456454,90.51749822,22.77900441,0.251653049,4086.564916
Rangeley,RY,HS3C-N,340.8622901,0.39016129,9.071345911,352.9347142,89.81695332,19.72825098,0.219649523,4348.772834
Rangeley,RY,HS3D-N,330.4716523,0.354852941,7.91360116,340.5089892,74.16350495,14.78936567,0.199415679,3025.883186
Rangeley,RY,HS4A-N,378.8452472,0.425,10.65613712,309.6726616,123.7309326,32.88169815,0.265751639,2263.286739
Rangeley,RY,HS4B-N,363.1720889,0.391037736,10.51697121,239.315983,98.53450024,28.51533009,0.289394375,5386.987721
Rangeley,RY,HS4C-N,320.9329275,0.348695652,11.49003003,227.8116854,77.96519056,20.07089945,0.25743411,548.2971915
Rangeley,RY,HS4D-N,342.7533108,0.416428571,11.23605534,194.0298062,49.91851283,11.05602955,0.221481549,710.6558409
Rangeley,RY,S1A-N,334.8985376,0.375454545,7.598661141,405.4567495,73.42443483,11.97027418,0.163028482,736.982294
Rangeley,RY,S1A-P,338.2138353,0.467142857,6.611135997,705.1255722,110.7994149,13.4530114,0.121417712,364.8999249
Rangeley,RY,S1B-N,322.8617486,0.339473684,9.279026858,271.3228602,57.66647064,11.25896416,0.195242817,2125.631613
Rangeley,RY,S1B-P,308.1547997,0.352142857,7.111364538,507.990531,88.4455242,14.59939809,0.165066556,1676.903454
Rangeley,RY,S1C-N,315.9249881,0.188,9.502344881,242.2318231,35.08109972,4.947364266,0.141026487,1466.416373
Rangeley,RY,S1D-N,289.1791151,0.188,9.502344881,220.8771021,38.09994499,4.162561506,0.109253741,517.1393774
Rangeley,RY,S2A-N,340.178732,0.302857143,8.632035382,583.8226212,104.3142808,18.44825236,0.176852606,961.0486063
