District,DistrictABV,Matrix,SDImax,RD,QMD,TPA,BAPA,CordsPerAcre,VBAR,Acres
Rangeley,RY,S2A-P,312.7841937,0.302857143,8.632035382,362.1945963,75.19858552,14.66366845,0.194999259,679.6853336
Rangeley,RY,S2B-N,341.7746382,0.564285714,8.066592748,367.4469082,72.12280127,12.64428151,0.175316007,533.7064553
Rangeley,RY,S2B-P,335.6300139,0.621666667,5.737449582,450.4639909,111.3694674,25.87901018,0.232370781,148.9900971
Rangeley,RY,S2C-N,302.893857,0.500833333,6.092494494,252.7544228,58.51338493,13.04147141,0.22288014,1250.244276
Rangeley,RY,S2C-P,327.4793742,0.451428571,6.807087216,452.7264305,81.91370051,12.04262817,0.147016044,359.6353331
Rangeley,RY,S2D-N,292.1514068,0.315,6.810586378,97.15211196,21.52218667,3.256794984,0.151322681,109.4455331
Rangeley,RY,S3A-N,363.0882054,0.236,5.498226865,296.6341442,109.6201953,30.87583316,0.281661906,2974.215742
Rangeley,RY,S3B-N,359.073831,0.426785714,8.296189189,365.9588102,102.9521651,25.99288769,0.252475387,5163.390428
Rangeley,RY,S3B-P,346.0305352,0.457058824,7.488224583,457.275112,103.1005197,22.44455674,0.217695864,1059.253012
Rangeley,RY,S3C-N,339.325591,0.445151515,6.321904033,307.0945561,80.5056167,18.02341075,0.223877681,4122.812871
Rangeley,RY,S3C-P,341.4882852,0.48,7.544520998,484.3628963,105.3920953,19.41943401,0.184258923,1301.232761
Rangeley,RY,S3D-N,338.5535691,0.399259259,6.589255055,327.5629969,77.44960397,16.49147701,0.212931715,3174.151184
Rangeley,RY,S3D-P,338.07582,0.59037037,6.553540249,573.2446677,121.7979473,24.31579223,0.199640411,987.2501442
Rangeley,RY,S4A-N,376.1676447,0.540454545,5.950011878,257.1279263,123.2340329,40.16461855,0.325921481,5745.59073
Rangeley,RY,S4B-N,389.8645294,0.43046875,9.509623183,233.5510289,117.996485,37.40983855,0.317041974,7166.361348
Rangeley,RY,S4C-N,371.9498985,0.383010753,10.49181358,316.5366004,107.1616413,29.88054809,0.27883623,1383.226811
Rangeley,RY,S4D-N,338.6485816,0.417222222,9.359535648,219.3169064,59.29828574,12.42178766,0.209479709,2139.499852
Rangeley,RY,S4D-P,333.2087149,0.417222222,9.359535648,416.7581792,89.68174955,18.69140861,0.208419313,315.5616197
Rangeley,RY,SH1A-N,302.953488,0.521142857,9.660016268,69.11727773,15.14380734,2.860477387,0.188887598,131.9223165
Rangeley,RY,SH1B-N,307.8658342,0.382857143,5.938441532,111.659818,24.93082235,5.252136482,0.210668401,905.3202515
Rangeley,RY,SH1B-P,296.9961873,0.25,5.474695158,160.4151078,31.52931169,5.475918353,0.173677066,61.08242901
Rangeley,RY,SH1C-N,324.2911843,0.25,5.474695158,42.8434756,10.19327063,2.308296818,0.22645301,478.0552679
Rangeley,RY,SH1D-N,377.6071536,0.2025,7.46105472,145.3000578,34.75777646,7.413868308,0.213300995,266.2289866
Rangeley,RY,SH2A-N,345.761441,0.21,6.094043125,314.8950546,66.46628571,12.39507636,0.186486671,764.7581939
Rangeley,RY,SH2A-P,359.8878311,0.69047619,6.340198267,312.7114877,72.49814543,16.32504189,0.225178752,39.5289668
Rangeley,RY,SH2B-N,338.641763,0.442727273,8.571442812,317.4754381,89.62295699,21.79973609,0.243238304,324.5889058
Rangeley,RY,SH2C-N,383.2297984,0.458333333,7.051599405,382.0885001,74.99229841,10.32857055,0.137728417,612.9927829
Rangeley,RY,SH2C-P,286.9068919,0.346,6.423316254,243.6270535,66.97038875,11.05137259,0.165018791,129.0835205
Rangeley,RY,SH2D-N,332.4865169,0.407727273,8.967585951,97.15954388,26.14588859,5.373338783,0.205513718,96.52338323
Rangeley,RY,SH3A-N,291.551027,0.363877551,9.495181866,263.0139586,116.0540021,34.95337072,0.301181951,1551.178612
Rangeley,RY,SH3B-N,346.1549711,0.374117647,8.311643351,205.1418057,84.40050124,24.44369559,0.289615526,3160.646902
Rangeley,RY,SH3B-P,346.115977,0.363529412,8.669306519,478.4500112,117.9734434,25.3558629,0.214928565,26.58255874
Rangeley,RY,SH3C-N,355.3153525,0.65,6.382463294,260.0111515,77.24773042,19.14571977,0.247848314,2369.900672
Rangeley,RY,SH3C-P,368.599533,0.365454545,10.34319718,434.0820164,113.7795303,27.59432544,0.242524515,115.2535105
Rangeley,RY,SH3D-N,346.5989349,0.398596491,10.02799459,179.098507,60.73262597,15.83284851,0.260697578,2068.066623
Rangeley,RY,SH3D-P,383.7559715,0.38,11.75106305,659.0708935,136.7932976,26.76202069,0.195638391,238.1595966
Rangeley,RY,SH4A-N,359.611394,0.645,8.673666688,164.3465201,84.15296707,25.95127713,0.3083822,1118.511789
Rangeley,RY,SH4B-N,342.2721969,0.2825,13.94487916,201.7651411,101.3357869,31.00541127,0.305967045,3266.387541
Rangeley,RY,SH4C-N,379.784963,0.636666667,6.872892902,182.8662602,77.22777278,21.90140993,0.283594996,810.7572125
Rangeley,RY,SH4D-N,367.4427855,0.51,7.743677663,312.8190871,96.03211664,24.28826826,0.252918181,686.0313604
Rangeley,RY,SH4D-P,359.0149164,0.42,11.71211126,675.5449098,133.7624086,27.71798971,0.207218082,43.03526951
St. Pamphile,SP,CH2C-N,322.2796432,0.414516129,10.3474685,270.4296241,52.06310909,5.860106349,0.112557749,71.56223276
St. Pamphile,SP,CH3D-N,360.6716183,0.345714286,6.981714156,170.8648247,36.82186612,4.11488539,0.111751137,260.9572753
St. Pamphile,SP,CH4C-N,436.2864076,0.596666667,11.49661328,146.9677214,69.6929742,14.46526289,0.207556975,93.63894552
St. Pamphile,SP,CS1A-N,327.6126162,0.4575,9.868228857,383.5620359,92.0930036,15.16111803,0.164628337,99.56234401
St. Pamphile,SP,CS2A-N,334.0475535,0.489666667,8.616601654,343.8814731,73.43257733,10.88751576,0.148265472,78.39150851
St. Pamphile,SP,CS2B-N,360.8054963,0.342,10.91217706,454.4763688,110.9614325,25.79911721,0.232505265,147.7371263
St. Pamphile,SP,CS2C-N,361.4197842,0.343333333,16.43138393,321.4708887,92.7509622,16.95977271,0.182852795,666.0615185
St. Pamphile,SP,CS3B-N,404.5696408,0.343333333,16.43138393,332.9956202,153.5022191,32.90791794,0.214380731,859.0487015
St. Pamphile,SP,CS3C-N,366.3058347,0.176666667,8.370242844,228.2834802,93.84592874,18.69700487,0.199230858,2432.867638
St. Pamphile,SP,CS3D-N,330.6542565,0.176666667,8.370242844,196.7487245,50.81891527,7.801222148,0.153510206,2215.073933
St. Pamphile,SP,CS4B-N,404.529209,0.471428571,7.445712021,228.9207475,183.9246947,42.03851518,0.228563735,1744.92738
St. Pamphile,SP,CS4C-N,386.5261147,0.2415,8.864123777,230.2351173,111.4668389,24.47805815,0.219599465,1782.415891
St. Pamphile,SP,CS4D-N,367.9533768,0.2415,8.864123777,186.0947099,77.98157084,16.52105677,0.211858476,1114.116758
St. Pamphile,SP,H1A-N,358.5019503,0.41,8.096560506,151.3598339,35.44397262,7.898364574,0.222840838,37.59833934
St. Pamphile,SP,H1B-N,244.1612855,0.343235294,9.781978185,21.12459487,29.60787335,9.596111,0.32410673,393.8807403
St. Pamphile,SP,H1D-N,296.2463902,0.438285714,8.815712878,57.38580212,21.78468799,4.781832397,0.219504287,236.5801216
St. Pamphile,SP,H2B-N,353.2861229,0.291111111,9.151422842,244.5636906,63.28463727,12.88919086,0.203670139,703.5887494
St. Pamphile,SP,H2C-N,341.0103484,0.481578947,11.87670091,114.7390672,40.72348068,10.00039168,0.245568196,2183.836047
St. Pamphile,SP,H3A-N,313.146281,0.385245902,9.975980005,273.4384238,100.9042472,26.92992726,0.266885964,1533.755004
St. Pamphile,SP,H3B-N,314.8817534,0.359206349,10.39853964,192.9810987,80.0152619,19.36332784,0.241995432,6281.474846
St. Pamphile,SP,H3C-N,341.6177817,0.539705882,9.603456303,164.5433467,60.04835346,13.78450633,0.229556774,8810.762815
St. Pamphile,SP,H3D-N,318.2845008,0.539705882,9.603456303,174.1563896,52.13781882,10.55945073,0.202529583,4874.184106
St. Pamphile,SP,H4A-N,359.9683754,0.145,6.099999905,158.3930147,115.065673,33.89295338,0.294553123,1576.051461
St. Pamphile,SP,H4B-N,327.2309638,0.313076923,8.337540565,225.1241797,91.31382503,21.83939807,0.239168582,11270.05854
St. Pamphile,SP,H4C-N,339.4451578,0.685333333,6.129764377,138.8470219,70.5208642,17.32351149,0.245650868,5738.729168
St. Pamphile,SP,H4D-N,346.0002188,0.685333333,6.129764377,200.0734734,77.06880636,16.9627977,0.220099396,4242.979779
St. Pamphile,SP,HS1B-N,295.3465627,0.403947368,7.549755078,30.50520513,9.137563128,1.783456981,0.195178622,239.5249576
St. Pamphile,SP,HS1C-N,306.7302615,0.60625,8.498027333,167.7892034,50.15554064,10.02145839,0.199807604,534.9977939
St. Pamphile,SP,HS1D-N,257.4303812,0.344347826,9.739747029,38.65712345,15.30241903,3.09541899,0.202282984,138.7561069
St. Pamphile,SP,HS2A-N,340.770653,0.385135135,9.066375963,321.0698506,68.70250821,10.66201466,0.155191054,613.2544195
St. Pamphile,SP,HS2C-N,331.7277211,0.2932,9.371233081,249.2893104,70.30597111,13.4006851,0.19060522,1677.589434
St. Pamphile,SP,HS3A-N,385.2923156,0.478,9.175545227,352.8556873,126.791366,27.43616795,0.216388299,1123.685356
St. Pamphile,SP,HS3B-N,375.0097275,0.509333333,10.6328615,184.487856,94.53406572,25.32458739,0.267888482,1050.254567
St. Pamphile,SP,HS3C-N,348.6370957,0.4175,12.80373908,241.0491261,86.58922429,20.31851585,0.234654093,3762.720764
St. Pamphile,SP,HS3D-N,344.4373074,0.274,8.231806332,151.2896426,56.49543239,13.38181095,0.23686536,2806.117692
St. Pamphile,SP,HS4A-N,376.4841403,0.274,8.231806332,251.0003725,96.42907369,23.38371301,0.242496501,333.7668719
St. Pamphile,SP,HS4B-N,378.6654085,0.31,8.557903104,249.6471824,129.826987,33.7662173,0.260086274,2198.38331
St. Pamphile,SP,HS4C-N,361.1095195,0.548888889,7.999164246,153.3278305,128.6180109,38.48296216,0.299203524,1328.524809
St. Pamphile,SP,HS4D-N,336.1111948,0.3578125,7.319613176,123.6198195,44.99465428,10.39082613,0.230934681,792.3151524
St. Pamphile,SP,S1A-P,349.2459605,0.256666667,7.528688399,381.420678,79.55238317,11.80536997,0.14839744,510.8483407
St. Pamphile,SP,S1B-N,349.0937048,0.138,7.664721521,201.528748,69.10591154,16.91681468,0.244795478,5231.219039
St. Pamphile,SP,S1B-P,353.0888619,0.636956522,6.590835283,268.6287742,72.249796,13.51384444,0.187043358,4506.219864
St. Pamphile,SP,S1C-N,312.3630869,0.455714286,7.844008402,101.0823517,27.16211346,3.441488984,0.126701812,3983.161404
St. Pamphile,SP,S1C-P,340.9397894,0.571363636,7.171322742,786.063008,123.1357886,10.78485448,0.087585052,1048.210367
St. Pamphile,SP,S1D-N,296.0539963,0.459411765,7.940269172,61.23508607,12.19116077,1.752606988,0.143760469,2624.892149
St. Pamphile,SP,S1D-P,299.1186712,0.421904762,8.34475319,128.0383666,18.18530401,0.631133393,0.034705683,722.3806945
St. Pamphile,SP,S2A-N,353.2807312,0.544,6.947933592,363.2288528,84.68302639,14.88161491,0.175733149,2202.649069
St. Pamphile,SP,S2A-P,345.4625343,0.544,6.947933592,596.5809614,107.8916282,16.47997307,0.152745615,843.7610091
St. Pamphile,SP,S2B-N,350.3760201,0.623913043,7.53018666,268.7486994,72.67055607,12.33450818,0.169731853,2285.439866
St. Pamphile,SP,S2B-P,353.9908488,0.404666667,10.11884761,573.2145384,117.3140385,19.58719573,0.166963783,1996.115641
St. Pamphile,SP,S2C-N,344.9995882,0.446666667,6.488908571,288.7365498,79.06343339,17.32012679,0.219066211,5647.05972
St. Pamphile,SP,S2C-P,372.9088462,0.623870968,8.13394537,496.7609491,117.9393262,20.49486197,0.173774623,1824.053763
St. Pamphile,SP,S3A-N,358.7259552,0.5,6.786221438,377.2890493,111.4847445,26.52730613,0.237945615,1447.086573
St. Pamphile,SP,S3B-N,383.1890545,0.422368421,6.867180471,238.1554685,107.4339974,25.66454314,0.238886607,3646.567769
St. Pamphile,SP,S3B-P,355.3717683,0.395714286,7.341876756,233.5213035,68.06927992,15.85775373,0.232964911,174.7350795
St. Pamphile,SP,S3C-N,388.244076,0.542,9.760452554,340.5796767,108.0842376,24.87424524,0.230137583,5960.926462
St. Pamphile,SP,S3C-P,331.3576279,0.565263158,9.642737239,571.3099777,120.2744346,20.03632393,0.166588386,1191.322963
St. Pamphile,SP,S3D-N,317.6095821,0.36037037,9.738127416,303.3830704,75.00255101,12.61851876,0.168241194,5958.326908
St. Pamphile,SP,S3D-P,341.0569105,0.427142857,8.851333054,363.9024235,88.33853471,15.67453513,0.177437119,2228.649457
St. Pamphile,SP,S4A-N,415.7071124,0.427142857,8.851333054,284.1292377,171.5194876,38.01861596,0.221657705,489.1034611
St. Pamphile,SP,S4B-N,371.0182738,0.427142857,8.851333054,271.1258774,119.1003011,30.82085234,0.258780642,3081.385187
St. Pamphile,SP,S4C-N,347.1895897,0.495,7.742909551,150.0681198,73.26476641,19.21243026,0.262232874,2511.025015
St. Pamphile,SP,S4D-N,369.2181716,0.35,6.798698482,266.8873401,85.26250361,20.15155958,0.236347266,1950.873428
St. Pamphile,SP,SH1B-N,343.1299991,0.289166667,7.615194911,270.683342,71.0993011,13.86487501,0.195007191,1101.608071
St. Pamphile,SP,SH1B-P,308.8266209,0.22,4.75,112.4790295,28.38725021,3.431000919,0.120864152,69.29487644
St. Pamphile,SP,SH1C-N,348.0303637,0.484285714,8.627069887,203.1474011,55.62924557,9.56837832,0.172002662,2650.425602
St. Pamphile,SP,SH1C-P,295.3465627,0.484285714,8.627069887,318.5827448,58.38913729,7.105347753,0.121689548,72.37057422
St. Pamphile,SP,SH2A-N,333.302569,0.485,7.157433377,257.1169405,88.18676107,20.39302004,0.23124809,483.7223484
St. Pamphile,SP,SH2B-N,378.1575089,0.235,7.702539236,328.366342,81.68707951,13.95047873,0.170779502,1002.33636
St. Pamphile,SP,SH2B-P,355.6810458,0.6,6.347873724,728.8261198,150.1045481,22.14354747,0.14752083,113.2649081
St. Pamphile,SP,SH2C-N,299.9710162,0.225,8.479010029,163.4022483,46.58347398,7.639638303,0.163998896,3462.238901
St. Pamphile,SP,SH2C-P,386.0871838,0.536666667,9.255800247,607.3062061,123.5114041,18.68566302,0.151286945,219.0059927
St. Pamphile,SP,SH2D-N,328.9003156,0.311333333,9.501143438,89.12640476,23.73680103,3.74225792,0.157656371,131.9531519
St. Pamphile,SP,SH3A-N,331.3327947,0.311333333,9.501143438,351.7794387,125.3424119,27.6232672,0.220382445,333.5926372
St. Pamphile,SP,SH3B-N,353.9531537,0.420833333,9.931796218,155.4667665,67.10803167,17.01239873,0.25350764,947.6990559
St. Pamphile,SP,SH3C-N,380.4800626,0.420833333,9.931796218,216.0459615,90.22215454,21.33439132,0.236465106,2574.532434
St. Pamphile,SP,SH3D-N,341.8764947,0.555,7.014318454,361.5105358,82.95380637,14.57187174,0.175662485,2462.923493
St. Pamphile,SP,SH3D-P,355.2105712,0.432,6.419717119,455.1005241,109.046305,23.18639904,0.212628929,218.28589
St. Pamphile,SP,SH4B-N,380.68686,0.432,6.419717119,254.1114033,112.4072452,28.156468,0.250486238,837.1298785
St. Pamphile,SP,SH4C-N,360.7841423,0.447692308,10.38679066,126.588486,84.58181877,21.43750243,0.253452843,775.3231019
St. Pamphile,SP,SH4D-N,300.6205321,0.2425,11.72790204,231.4401974,73.7686964,16.29994349,0.220960167,820.3691569
